,sa,timedifference,sequence no,length
560,94:d7:71:fc:67:c9,2437.095765469,7747,166
588,94:d7:71:fc:67:c9,2442.678892768,7807,166
589,94:d7:71:fc:67:c9,2442.706209523,7808,166
590,94:d7:71:fc:67:c9,2443.0233035610004,7821,166
627,94:d7:71:fc:67:c9,2470.873052729,7953,166
628,94:d7:71:fc:67:c9,2470.9005150460002,7954,166
629,94:d7:71:fc:67:c9,2483.0316298350003,8148,166
630,94:d7:71:fc:67:c9,2483.058922283,8149,166
631,94:d7:71:fc:67:c9,2647.688675744,8439,166
632,94:d7:71:fc:67:c9,2647.715982011,8440,166
633,94:d7:71:fc:67:c9,2648.136653599,8456,166
637,94:d7:71:fc:67:c9,2699.706285833,8579,166
638,94:d7:71:fc:67:c9,2700.2335522440003,8590,166
639,94:d7:71:fc:67:c9,2700.28099684,8591,166
640,94:d7:71:fc:67:c9,2700.425396717,8594,166
641,94:d7:71:fc:67:c9,2700.570161466,8597,166
660,94:d7:71:fc:67:c9,2705.942008887,8654,166
661,94:d7:71:fc:67:c9,2705.9693120760003,8655,166
666,94:d7:71:fc:67:c9,2734.2307648530004,8783,166
667,94:d7:71:fc:67:c9,2734.493895482,8793,166
668,94:d7:71:fc:67:c9,2746.343339347,8980,166
669,94:d7:71:fc:67:c9,2746.370759186,8981,166
694,94:d7:71:fc:67:c9,2947.9535103010003,9361,166
