,sa,timedifference,sequence no,length
41692,60:36:dd:5e:d0:9e,80482.77988179699,36202,94
41693,60:36:dd:5e:d0:9e,80482.78085864699,36203,94
41694,60:36:dd:5e:d0:9e,80483.163412902,36216,94
41723,60:36:dd:5e:d0:9e,80547.66428856998,36233,94
41753,60:36:dd:5e:d0:9e,80612.41875679199,36269,94
41754,60:36:dd:5e:d0:9e,80612.423100878,36270,94
41755,60:36:dd:5e:d0:9e,80612.549842889,36279,94
41756,60:36:dd:5e:d0:9e,80612.55084004499,36280,94
41757,60:36:dd:5e:d0:9e,80612.56488386399,36281,94
41829,60:36:dd:5e:d0:9e,80741.552428906,36318,94
41830,60:36:dd:5e:d0:9e,80741.55340034199,36319,94
41831,60:36:dd:5e:d0:9e,80741.55590515399,36320,94
41870,60:36:dd:5e:d0:9e,80806.346219962,36356,94
41934,60:36:dd:5e:d0:9e,80926.88985017099,36384,94
41935,60:36:dd:5e:d0:9e,80926.890819168,36385,94
