,sa,timedifference,sequence no,length
44280,60:36:dd:5e:d0:9e,84600.70621660599,38011,94
44329,60:36:dd:5e:d0:9e,84665.451065672,38049,94
44408,60:36:dd:5e:d0:9e,84794.68309515799,38101,94
44409,60:36:dd:5e:d0:9e,84794.684104428,38102,94
44410,60:36:dd:5e:d0:9e,84794.688537564,38103,94
44444,60:36:dd:5e:d0:9e,84859.27440713599,38127,94
44445,60:36:dd:5e:d0:9e,84859.275279143,38128,94
44512,60:36:dd:5e:d0:9e,84988.76865138698,38196,94
44513,60:36:dd:5e:d0:9e,84988.769599949,38197,94
44579,60:36:dd:5e:d0:9e,85053.28852430198,38214,94
44580,60:36:dd:5e:d0:9e,85053.721339314,38240,94
44581,60:36:dd:5e:d0:9e,85053.72221239499,38241,94
44611,60:36:dd:5e:d0:9e,85118.168163949,38262,94
44612,60:36:dd:5e:d0:9e,85118.17572979399,38263,94
44650,60:36:dd:5e:d0:9e,85182.81239667599,38295,94
44651,60:36:dd:5e:d0:9e,85182.978748051,38299,94
