,sa,timedifference,sequence no,length
38657,60:36:dd:5e:d0:9e,75623.95728382499,34157,94
38658,60:36:dd:5e:d0:9e,75624.21934407999,34175,94
38751,60:36:dd:5e:d0:9e,75753.72781661099,34209,94
38752,60:36:dd:5e:d0:9e,75753.72884964499,34210,94
38753,60:36:dd:5e:d0:9e,75753.733183614,34211,94
38793,60:36:dd:5e:d0:9e,75818.768847043,34250,94
38855,60:36:dd:5e:d0:9e,75883.22307962399,34272,94
38856,60:36:dd:5e:d0:9e,75883.22504316599,34274,94
38950,60:36:dd:5e:d0:9e,76004.09502821499,34323,94
38989,60:36:dd:5e:d0:9e,76068.35149883699,34332,94
38990,60:36:dd:5e:d0:9e,76068.710189732,34361,94
39040,60:36:dd:5e:d0:9e,76132.99696265499,34372,94
39041,60:36:dd:5e:d0:9e,76132.997895989,34373,94
39042,60:36:dd:5e:d0:9e,76133.219986296,34388,94
39094,60:36:dd:5e:d0:9e,76197.51910845,34394,94
39095,60:36:dd:5e:d0:9e,76197.800553223,34413,94
39096,60:36:dd:5e:d0:9e,76197.80148889498,34414,94
