,sa,timedifference,sequence no,length
34204,60:36:dd:5e:d0:9e,68428.75122624899,30815,94
34238,60:36:dd:5e:d0:9e,68493.486620329,30849,94
34273,60:36:dd:5e:d0:9e,68557.959641635,30865,94
34274,60:36:dd:5e:d0:9e,68557.96061085699,30866,94
34275,60:36:dd:5e:d0:9e,68558.160904386,30872,94
34324,60:36:dd:5e:d0:9e,68622.670786643,30884,94
34325,60:36:dd:5e:d0:9e,68622.675205194,30885,94
34326,60:36:dd:5e:d0:9e,68622.79746934999,30895,94
34327,60:36:dd:5e:d0:9e,68622.89578533499,30904,94
34328,60:36:dd:5e:d0:9e,68622.89776313899,30906,94
34384,60:36:dd:5e:d0:9e,68751.97172361499,30966,94
34385,60:36:dd:5e:d0:9e,68751.97290149999,30967,94
34488,60:36:dd:5e:d0:9e,68881.20145492599,31025,94
34489,60:36:dd:5e:d0:9e,68881.202388775,31026,94
