52:25:be:20:ef:f9,4207.684402357,584615,NaN,94
52:25:be:20:ef:f9,4207.708110582,584616,NaN,94
52:25:be:20:ef:f9,4207.757109925999,584618,NaN,94
52:25:be:20:ef:f9,4207.78070307,584619,NaN,94
52:25:be:20:ef:f9,4207.829823788,584621,NaN,94
52:25:be:20:ef:f9,4270.587328277,592817,NaN,94
52:25:be:20:ef:f9,4270.684642471,592821,NaN,94
52:25:be:20:ef:f9,4270.732810247,592823,NaN,94
52:25:be:20:ef:f9,4270.781048026,592825,NaN,94
52:25:be:20:ef:f9,4333.657925214,596925,NaN,94
52:25:be:20:ef:f9,4333.681614710999,596926,NaN,94
52:25:be:20:ef:f9,4333.730637598,596928,NaN,94
52:25:be:20:ef:f9,4333.778767638,596930,NaN,94
52:25:be:20:ef:f9,4333.827045303,596932,NaN,94
52:25:be:20:ef:f9,4396.62052298,609223,NaN,94
52:25:be:20:ef:f9,4396.717794826,609227,NaN,94
52:25:be:20:ef:f9,4396.765953757,609229,NaN,94
52:25:be:20:ef:f9,4459.620688777,621522,NaN,94
52:25:be:20:ef:f9,4459.6688567090005,621524,NaN,94
52:25:be:20:ef:f9,4459.7660820129995,621528,NaN,94
52:25:be:20:ef:f9,4459.814360114,621530,NaN,94
