2.5673307581835384e-05,-91,1,2096,,24:de:c6:c5:3d:20
2.6338436082626103e-05,-91,1,2096,,24:de:c6:c5:3d:20
-1.0976051349255487,-91,1,2096,,24:de:c6:c5:3d:20
2.5054532896297715e-05,-91,11,2096,,24:de:c6:c5:3d:20
2.7086588799663307e-05,-91,11,2096,,24:de:c6:c5:3d:20
0.0,-91,11,2096,,24:de:c6:c5:3d:20
0.0,-91,11,2096,,24:de:c6:c5:3d:20
2.6302686386836247e-05,-91,11,2096,,24:de:c6:c5:3d:20
2.5656266532841597e-05,-91,11,2096,,24:de:c6:c5:3d:20
2.5933021707490803e-05,-91,11,2096,,24:de:c6:c5:3d:20
2.6471056064999053e-05,-91,11,2096,,24:de:c6:c5:3d:20
-1.0371937517847705,-91,11,2096,,24:de:c6:c5:3d:20
2.5847207647408672e-05,-91,1,2096,,24:de:c6:c5:3d:20
2.5349184148027275e-05,-91,1,2096,,24:de:c6:c5:3d:20
2.58911355372263e-05,-91,1,2096,,24:de:c6:c5:3d:20
-1.1187131142921443,-91,1,2096,,24:de:c6:c5:3d:20
-4.363161923205003e-05,-91,11,2096,,24:de:c6:c5:3d:20
0.0,-91,11,2096,,24:de:c6:c5:3d:20
0.0,-91,11,2096,,24:de:c6:c5:3d:20
