0.0,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
3.682757741828766e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
0.0,-79,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3295057042433368e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3022086864916e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.362860530186451e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3936911808505736e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3651828285501914e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3070687598264016e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.361986368606068e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.35932806822253e-05,-83,1,2800,passnlock,f0:b4:29:e8:e7:01
2.398441796302821e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.393243219022706e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3498029642015985e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.449967842291653e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3782823220407224e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.4109515140456163e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.412837499121189e-05,-83,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3682533741929903e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3863171281864182e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.416513519594995e-05,-91,1,2800,passnlock,f0:b4:29:e8:e7:01
2.349431886127223e-05,-91,1,2800,passnlock,f0:b4:29:e8:e7:01
2.404647947999232e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3999219967810322e-05,-81,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3618251932555834e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3919931147545424e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
2.4167735196112073e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.405225728867728e-05,-85,1,2800,passnlock,f0:b4:29:e8:e7:01
2.3378960217237244e-05,-87,1,2800,passnlock,f0:b4:29:e8:e7:01
