,sa,timedifference,sequence no,length
120,f8:e6:1a:f1:d6:49,3620.9833515520004,6795,157
121,f8:e6:1a:f1:d6:49,3620.984554767,6796,157
122,f8:e6:1a:f1:d6:49,3621.0039087490004,6797,157
123,f8:e6:1a:f1:d6:49,3621.005213413,6798,157
124,f8:e6:1a:f1:d6:49,3621.4031926479997,6825,157
125,f8:e6:1a:f1:d6:49,3621.40448599,6826,157
126,f8:e6:1a:f1:d6:49,3621.4227665079998,6827,157
127,f8:e6:1a:f1:d6:49,3621.424065173,6828,157
128,f8:e6:1a:f1:d6:49,3624.935070658,6948,157
129,f8:e6:1a:f1:d6:49,3624.936362251,6949,157
130,f8:e6:1a:f1:d6:49,3624.955494697,6950,157
131,f8:e6:1a:f1:d6:49,3624.9566991090005,6951,157
132,f8:e6:1a:f1:d6:49,3658.7093053209996,7091,157
133,f8:e6:1a:f1:d6:49,3658.7106015659997,7092,157
134,f8:e6:1a:f1:d6:49,3658.730150059,7093,157
135,f8:e6:1a:f1:d6:49,3658.731452908,7094,157
136,f8:e6:1a:f1:d6:49,3658.7762605770004,7098,157
137,f8:e6:1a:f1:d6:49,3659.206483722,7130,157
138,f8:e6:1a:f1:d6:49,3659.9087051990005,7179,157
139,f8:e6:1a:f1:d6:49,3959.132514011,7690,157
140,f8:e6:1a:f1:d6:49,3959.1338104760002,7691,157
