,sa,timedifference,sequence no,length
27,f8:e6:1a:f1:d6:49,620.4574475689999,1245,157
28,f8:e6:1a:f1:d6:49,620.4587071180001,1246,157
29,f8:e6:1a:f1:d6:49,620.4770818439999,1247,157
30,f8:e6:1a:f1:d6:49,620.834261983,1271,157
31,f8:e6:1a:f1:d6:49,621.0595934,1289,157
32,f8:e6:1a:f1:d6:49,621.060810486,1290,157
33,f8:e6:1a:f1:d6:49,621.080366275,1291,157
34,f8:e6:1a:f1:d6:49,621.081668929,1292,157
35,f8:e6:1a:f1:d6:49,623.9742388989998,1372,157
36,f8:e6:1a:f1:d6:49,623.9851932429999,1373,157
37,f8:e6:1a:f1:d6:49,623.9946511610001,1374,157
38,f8:e6:1a:f1:d6:49,623.9959213049999,1375,157
39,f8:e6:1a:f1:d6:49,624.391655594,1402,157
40,f8:e6:1a:f1:d6:49,624.3929443060001,1403,157
41,f8:e6:1a:f1:d6:49,624.411719231,1404,157
42,f8:e6:1a:f1:d6:49,624.4129402460001,1405,157
43,f8:e6:1a:f1:d6:49,924.1921863939999,1896,157
44,f8:e6:1a:f1:d6:49,924.1935418550001,1897,157
45,f8:e6:1a:f1:d6:49,924.2132831419999,1898,157
46,f8:e6:1a:f1:d6:49,924.2145603020001,1899,157
47,f8:e6:1a:f1:d6:49,924.6182765189999,1922,157
48,f8:e6:1a:f1:d6:49,924.6195749180001,1923,157
49,f8:e6:1a:f1:d6:49,924.6378799480001,1924,157
50,f8:e6:1a:f1:d6:49,924.639177069,1925,157
51,f8:e6:1a:f1:d6:49,1023.6892372330001,2077,157
52,f8:e6:1a:f1:d6:49,1023.6904048260001,2078,157
53,f8:e6:1a:f1:d6:49,1023.831224281,2088,157
54,f8:e6:1a:f1:d6:49,1023.9717905460002,2097,157
55,f8:e6:1a:f1:d6:49,1023.9731786280001,2098,157
56,f8:e6:1a:f1:d6:49,1023.991861019,2099,157
57,f8:e6:1a:f1:d6:49,1023.9931539260001,2100,157
58,f8:e6:1a:f1:d6:49,1024.314134199,2123,157
59,f8:e6:1a:f1:d6:49,1027.2592378610002,2199,157
60,f8:e6:1a:f1:d6:49,1027.260503745,2200,157
61,f8:e6:1a:f1:d6:49,1027.27923331,2201,157
62,f8:e6:1a:f1:d6:49,1027.280502953,2202,157
63,f8:e6:1a:f1:d6:49,1027.907256337,2247,157
64,f8:e6:1a:f1:d6:49,1040.357605177,2335,157
65,f8:e6:1a:f1:d6:49,1040.543239984,2346,157
66,f8:e6:1a:f1:d6:49,1040.54453297,2347,157
67,f8:e6:1a:f1:d6:49,1040.563869367,2348,157
68,f8:e6:1a:f1:d6:49,1040.565173374,2349,157
69,f8:e6:1a:f1:d6:49,1040.640971762,2353,157
70,f8:e6:1a:f1:d6:49,1051.177523318,2468,157
71,f8:e6:1a:f1:d6:49,1051.393062054,2482,157
72,f8:e6:1a:f1:d6:49,1051.394366958,2483,157
73,f8:e6:1a:f1:d6:49,1051.413686902,2484,157
74,f8:e6:1a:f1:d6:49,1051.599023737,2502,157
75,f8:e6:1a:f1:d6:49,1051.876864942,2521,157
76,f8:e6:1a:f1:d6:49,1051.878073877,2522,157
