-0.0006373058662976954,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006371235906231702,-75,1,1936,,d6:fb:e4:c7:76:41
-0.000637292614673612,-77,1,1936,,d6:fb:e4:c7:76:41
-0.0006377901620841903,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006378364073399606,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006376209334764097,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006372510379046868,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006372010755806797,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006369368701753864,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006379139916277211,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006374824530564183,-77,1,1936,,d6:fb:e4:c7:76:41
-0.0006373500654560886,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006369963695424495,-77,1,1936,,d6:fb:e4:c7:76:41
-0.0006369614911737457,-77,1,1936,,d6:fb:e4:c7:76:41
-0.0006375917135861073,-79,1,1936,,d6:fb:e4:c7:76:41
-0.0006368742071833419,-77,1,1936,,d6:fb:e4:c7:76:41
-0.0006371918728970489,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006373926623099882,-77,1,1936,,d6:fb:e4:c7:76:41
-0.0006366271692400457,-77,1,1936,,d6:fb:e4:c7:76:41
-0.0006375652617337016,-75,1,1936,,d6:fb:e4:c7:76:41
-0.000637004396941133,-75,1,1936,,d6:fb:e4:c7:76:41
-0.000637024802538875,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006374751324080959,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006368932008582406,-75,1,1936,,d6:fb:e4:c7:76:41
-0.000637261312195507,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006373249067876376,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006371556144942548,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006368078030846157,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006368857328522273,-75,1,1936,,d6:fb:e4:c7:76:41
-0.0006377184127168274,-75,1,1936,,d6:fb:e4:c7:76:41
