d6:fb:e4:c7:76:41,,0.0,4863.267817427,1,-73,1936
d6:fb:e4:c7:76:41,,0.1024,4863.370131137,1,-73,1936
d6:fb:e4:c7:76:41,,3.6864,4866.951927716,1,-73,1936
d6:fb:e4:c7:76:41,,3.7888,4867.054188134,1,-73,1936
d6:fb:e4:c7:76:41,,7.3728,4870.635976315,1,-75,1936
d6:fb:e4:c7:76:41,,7.4752,4870.738326681,1,-75,1936
d6:fb:e4:c7:76:41,,11.0592,4874.319923040,1,-77,1936
d6:fb:e4:c7:76:41,,11.1616,4874.422383435,1,-77,1936
d6:fb:e4:c7:76:41,,11.264,4874.524647652,1,-75,1936
d6:fb:e4:c7:76:41,,14.848,4878.106414845,1,-73,1936
d6:fb:e4:c7:76:41,,14.9504,4878.208676639,1,-73,1936
d6:fb:e4:c7:76:41,,18.6368,4881.892706949,1,-75,1936
d6:fb:e4:c7:76:41,,22.2208,4885.474520745,1,-75,1936
d6:fb:e4:c7:76:41,,22.3232,4885.576757028,1,-75,1936
d6:fb:e4:c7:76:41,,25.9072,4889.158481948,1,-71,1936
d6:fb:e4:c7:76:41,,26.0096,4889.260776335,1,-73,1936
d6:fb:e4:c7:76:41,,26.112,4889.363230174,1,-73,1936
d6:fb:e4:c7:76:41,,29.595485,4892.844375232,1,-73,1936
d6:fb:e4:c7:76:41,,29.696,4892.944842510,1,-71,1936
d6:fb:e4:c7:76:41,,29.7984,4893.047281559,1,-73,1936
d6:fb:e4:c7:76:41,,33.3824,4896.628904356,1,-73,1936
d6:fb:e4:c7:76:41,,33.4848,4896.731280023,1,-73,1936
d6:fb:e4:c7:76:41,,37.0688,4900.312946744,1,-75,1936
d6:fb:e4:c7:76:41,,40.7552,4903.997004522,1,-73,1936
d6:fb:e4:c7:76:41,,40.8576,4904.099328579,1,-73,1936
d6:fb:e4:c7:76:41,,40.96,4904.201755343,1,-73,1936
d6:fb:e4:c7:76:41,,44.544,4907.783383390,1,-73,1936
d6:fb:e4:c7:76:41,,44.6464,4907.885826302,1,-75,1936
d6:fb:e4:c7:76:41,,48.230678,4911.467817487,1,-73,1936
d6:fb:e4:c7:76:41,,48.333984,4911.571067938,1,-75,1936
d6:fb:e4:c7:76:41,,51.9168,4915.151594039,1,-75,1936
d6:fb:e4:c7:76:41,,52.0192,4915.253926719,1,-75,1936
d6:fb:e4:c7:76:41,,55.604187,4918.836543320,1,-73,1936
d6:fb:e4:c7:76:41,,55.7056,4918.937966063,1,-73,1936
d6:fb:e4:c7:76:41,,55.808,4919.040271093,1,-73,1936
d6:fb:e4:c7:76:41,,59.392,4922.621934285,1,-73,1936
d6:fb:e4:c7:76:41,,63.0784,4926.305970694,1,-73,1936
d6:fb:e4:c7:76:41,,63.182895,4926.410531281,1,-75,1936
d6:fb:e4:c7:76:41,,70.5536,4933.776458998,1,-75,1936
d6:fb:e4:c7:76:41,,74.1376,4937.358144818,1,-77,1936
d6:fb:e4:c7:76:41,,74.24,4937.460455151,1,-77,1936
d6:fb:e4:c7:76:41,,81.6128,4944.828681119,1,-77,1936
d6:fb:e4:c7:76:41,,81.716047,4944.931856391,1,-77,1936
d6:fb:e4:c7:76:41,,81.818616,4945.034374785,1,-75,1936
d6:fb:e4:c7:76:41,,85.301113,4948.514565305,1,-75,1936
d6:fb:e4:c7:76:41,,85.504,4948.717326561,1,-77,1936
d6:fb:e4:c7:76:41,,89.088591,4952.299716683,1,-77,1936
d6:fb:e4:c7:76:41,,89.1904,4952.401461771,1,-75,1936
d6:fb:e4:c7:76:41,,92.774755,4955.983534440,1,-73,1936
d6:fb:e4:c7:76:41,,92.8768,4956.085511749,1,-75,1936
d6:fb:e4:c7:76:41,,96.464313,4959.670745928,1,-77,1936
d6:fb:e4:c7:76:41,,96.5632,4959.769562048,1,-75,1936
d6:fb:e4:c7:76:41,,100.1472,4963.351258036,1,-75,1936
d6:fb:e4:c7:76:41,,100.2496,4963.453524408,1,-75,1936
d6:fb:e4:c7:76:41,,100.352,4963.555939609,1,-75,1936
d6:fb:e4:c7:76:41,,103.938312,4967.139980706,1,-75,1936
d6:fb:e4:c7:76:41,,104.040874,4967.242480307,1,-75,1936
d6:fb:e4:c7:76:41,,118.8864,4982.078546305,1,-75,1936
d6:fb:e4:c7:76:41,,122.5728,4985.762584579,1,-75,1936
d6:fb:e4:c7:76:41,,126.1568,4989.344186442,1,-77,1936
d6:fb:e4:c7:76:41,,126.2592,4989.446631852,1,-75,1936
d6:fb:e4:c7:76:41,,129.844772,4993.029866417,1,-75,1936
d6:fb:e4:c7:76:41,,129.947221,4993.132187365,1,-77,1936
d6:fb:e4:c7:76:41,,130.04969,4993.234629879,1,-77,1936
d6:fb:e4:c7:76:41,,133.632,4996.814682425,1,-75,1936
d6:fb:e4:c7:76:41,,133.7344,4996.917087117,1,-77,1936
d6:fb:e4:c7:76:41,,137.4208,5000.601132223,1,-75,1936
d6:fb:e4:c7:76:41,,141.2096,5004.387519913,1,-75,1936
d6:fb:e4:c7:76:41,,144.6912,5007.866788673,1,-75,1936
d6:fb:e4:c7:76:41,,144.896,5008.071568498,1,-75,1936
d6:fb:e4:c7:76:41,,148.3776,5011.550836441,1,-75,1936
d6:fb:e4:c7:76:41,,152.1664,5015.337349461,1,-75,1936
d6:fb:e4:c7:76:41,,152.2688,5015.439680116,1,-75,1936
d6:fb:e4:c7:76:41,,155.958272,5019.126783930,1,-77,1936
d6:fb:e4:c7:76:41,,159.5392,5022.705435480,1,-77,1936
d6:fb:e4:c7:76:41,,159.6416,5022.807790872,1,-77,1936
d6:fb:e4:c7:76:41,,159.744,5022.910077856,1,-75,1936
d6:fb:e4:c7:76:41,,163.2256,5026.389380182,1,-75,1936
d6:fb:e4:c7:76:41,,163.328,5026.491749103,1,-75,1936
d6:fb:e4:c7:76:41,,167.0144,5030.175887917,1,-75,1936
d6:fb:e4:c7:76:41,,167.1168,5030.278220762,1,-75,1936
d6:fb:e4:c7:76:41,,170.7008,5033.859908054,1,-77,1936
d6:fb:e4:c7:76:41,,170.803341,5033.962413823,1,-75,1936
d6:fb:e4:c7:76:41,,174.3872,5037.543971545,1,-75,1936
d6:fb:e4:c7:76:41,,174.489601,5037.646326797,1,-77,1936
d6:fb:e4:c7:76:41,,174.592,5037.748648863,1,-75,1936
