Clock skew,RSS,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,duration,SSID,MAC Address
0.0,-91,1,0,0,0,0,0,0,0,0,2360,kimfamily,88:36:6c:80:6e:f0
0.0,-91,1,0,0,0,0,0,0,0,0,2360,kimfamily,88:36:6c:80:6e:f0
2.3111899647270146e-05,-91,1,0,0,0,0,0,0,0,0,2360,kimfamily,88:36:6c:80:6e:f0
